-33.958953,18.459714,100,1.46,195.96
-33.958953,18.459714,100,1.26,195.5
-33.95895,18.459712,100,1.26,195.5
-33.95895,18.459712,100,0.48,195.5
-33.958961,18.459714,100,0.48,195.5
-33.958961,18.459714,100,1.39,195.5
-33.958961,18.459714,110,1.39,195.5
-33.958961,18.459714,110,0.41,195.5
-33.958957,18.459714,110,0.41,195.5
-33.958957,18.459714,110,1.61,195.5
-33.958957,18.459716,110,1.61,195.5
-33.958957,18.459716,110,0,195.5
-33.958953,18.459709,110,0,195.5
-33.958953,18.459709,110,1.31,195.5
-33.958957,18.459703,110,1.31,195.5
-33.958957,18.459703,110,1.67,195.5
-33.958961,18.459703,110,1.67,195.5
-33.958961,18.459703,110,1.06,195.5
-33.958953,18.459732,110,1.06,195.5
-33.958953,18.459732,110,1,195.5
-33.958957,18.459735,100,1,195.5
-33.958957,18.459735,100,0.44,195.5
-33.958961,18.459737,100,0.44,195.5
-33.958961,18.459737,100,0.96,195.5
-33.958961,18.459741,100,0.96,195.5
-33.958961,18.459741,100,0,195.5
-33.958961,18.459743,100,0,195.5
-33.958961,18.459743,100,0,195.5
-33.958965,18.459745,90,0,195.5
-33.958965,18.459745,90,0,195.5
-33.958961,18.459747,90,0,195.5
-33.958961,18.459747,90,0,195.5
-33.958965,18.459749,90,0,195.5
-33.958965,18.459749,90,0,195.5
-33.958965,18.459749,90,0,195.5
-33.958965,18.459749,90,0,195.5
-33.958965,18.459753,90,0,195.5
-33.958965,18.459753,90,0,195.5
-33.958969,18.459751,90,0,195.5
-33.958969,18.459751,90,0.35,195.5
-33.958969,18.459754,90,0.35,195.5
-33.958969,18.459754,90,0.54,195.5
-33.958969,18.459756,90,0.54,195.5
-33.958969,18.459756,90,0,195.5
-33.958969,18.459758,90,0,195.5
-33.958969,18.459758,90,0,195.5
-33.958969,18.45976,90,0,195.5
-33.958969,18.45976,90,0,195.5
-33.958969,18.459762,90,0,195.5
-33.958969,18.459762,90,0,195.5
-33.958969,18.459762,90,0,195.5
-33.958969,18.459762,90,0,195.5
-33.958965,18.459762,90,0,195.5
-33.958965,18.459762,90,0,195.5
-33.958965,18.459764,90,0,195.5
-33.958965,18.459764,90,0,195.5
-33.958965,18.459762,90,0,195.5
-33.958965,18.459762,90,0.24,195.5
-33.958969,18.45976,90,0.24,195.5
-33.958969,18.45976,90,0.37,195.5
-33.958969,18.459754,90,0.37,195.5
-33.958969,18.459754,90,0.48,195.5
-33.958969,18.459745,90,0.48,195.5
-33.958969,18.459745,90,1.17,195.5
-33.95898,18.459739,90,1.17,195.5
-33.95898,18.459739,90,1.57,195.5
-33.958995,18.459737,90,1.57,195.5
-33.958995,18.459737,90,2,195.5
-33.959003,18.459737,90,2,195.5
-33.959003,18.459737,90,2.43,195.5
-33.959011,18.459733,90,2.43,195.5
-33.959011,18.459733,90,2.59,195.5
-33.959014,18.459724,90,2.59,195.5
-33.959014,18.459724,90,2.7,195.5
-33.959014,18.459716,90,2.7,195.5
-33.959014,18.459716,90,2.74,195.5
-33.959026,18.459718,90,2.74,195.5
-33.959026,18.459718,90,2.85,195.5
-33.959045,18.459735,90,2.85,195.5
-33.959045,18.459735,90,3.15,195.5
-33.959045,18.459751,90,3.15,195.5
-33.959045,18.459751,90,2.93,195.5
-33.95903,18.459758,90,2.93,195.5
-33.95903,18.459758,90,2.76,195.5
-33.959018,18.459754,90,2.76,195.5
-33.959018,18.459754,90,2.69,195.5
-33.959018,18.459747,90,2.69,195.5
-33.959018,18.459747,90,2.11,195.5
-33.959033,18.459751,90,2.11,195.5
