DeviceExample.ino
A simple demonstration of TinyGPS++ with an attached GPS module
Testing TinyGPS++ library v. 1.0.2
by Mikal Hart

Lat(deg),Lng(deg),HDOP,Date,Time,Speed(km/h),Course(deg)
-33.957687,18.463182,100,1/17/2019,10:45:30.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:30.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:31.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:31.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:32.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:32.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:33.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:33.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:34.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:34.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:35.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:35.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:36.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:36.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:37.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:37.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:38.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:38.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:39.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:39.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:40.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:40.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:41.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:41.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:42.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:42.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:43.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:43.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:44.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:44.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:45.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:45.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:46.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:46.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:47.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:47.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:48.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:48.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:49.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:49.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:50.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:50.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:51.00,0.00,0.00
-33.957687,18.463180,100,1/17/2019,10:45:51.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:52.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:52.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:53.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:53.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:54.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:54.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:55.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:55.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:56.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:56.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:57.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:57.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:58.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:58.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:59.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:45:59.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:00.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:00.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:01.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:01.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:02.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:02.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:03.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:03.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:04.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:04.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:05.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:05.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:06.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:06.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:07.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:07.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:08.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:08.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:09.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:09.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:10.00,0.00,0.00
-33.957687,18.463182,100,1/17/2019,10:46:10.00,0.00,0.00
-33.957675,18.463182,100,1/17/2019,10:46:11.00,0.00,0.00
-33.957675,18.463182,100,1/17/2019,10:46:11.00,0.07,0.00
-33.957679,18.463182,100,1/17/2019,10:46:12.00,0.07,0.00
-33.957679,18.463182,100,1/17/2019,10:46:12.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:46:13.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:46:13.00,0.00,0.00
-33.957679,18.463184,100,1/17/2019,10:46:14.00,0.00,0.00
-33.957679,18.463184,100,1/17/2019,10:46:14.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:15.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:15.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:16.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:16.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:17.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:17.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:18.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:18.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:19.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:19.00,0.00,0.00
-33.957679,18.463188,100,1/17/2019,10:46:20.00,0.00,0.00
-33.957679,18.463188,100,1/17/2019,10:46:20.00,0.00,0.00
-33.957679,18.463188,100,1/17/2019,10:46:21.00,0.00,0.00
-33.957679,18.463188,100,1/17/2019,10:46:21.00,0.00,0.00
-33.957679,18.463188,100,1/17/2019,10:46:22.00,0.00,0.00
-33.957679,18.463188,100,1/17/2019,10:46:22.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:23.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:23.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:24.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:24.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:25.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:25.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:26.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:26.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:27.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:27.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:28.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:28.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:29.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:29.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:30.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:30.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:31.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:31.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:32.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:32.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:33.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:33.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:34.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:34.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:35.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:35.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:36.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:36.00,0.00,0.00
-33.957679,18.463184,100,1/17/2019,10:46:37.00,0.00,0.00
-33.957679,18.463184,100,1/17/2019,10:46:37.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:38.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:38.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:39.00,0.00,0.00
-33.957679,18.463186,100,1/17/2019,10:46:39.00,0.00,0.00
-33.957683,18.463186,100,1/17/2019,10:46:40.00,0.00,0.00
-33.957683,18.463186,100,1/17/2019,10:46:40.00,0.00,0.00
-33.957683,18.463186,100,1/17/2019,10:46:41.00,0.00,0.00
-33.957683,18.463186,100,1/17/2019,10:46:41.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:42.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:42.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:43.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:43.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:44.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:44.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:45.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:45.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:46.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:46.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:47.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:47.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:48.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:48.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:49.00,0.00,0.00
-33.957683,18.463184,100,1/17/2019,10:46:49.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:50.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:50.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:51.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:51.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:52.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:52.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:53.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:53.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:54.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:54.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:55.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:55.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:56.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:56.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:57.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:57.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:58.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:58.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:59.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:46:59.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:00.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:00.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:01.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:01.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:02.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:02.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:03.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:03.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:04.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:04.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:05.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:05.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:06.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:06.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:07.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:07.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:08.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:08.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:09.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:09.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:10.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:10.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:11.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:11.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:12.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:12.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:13.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:13.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:14.00,0.00,0.00
-33.957683,18.463182,100,1/17/2019,10:47:14.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:15.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:15.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:16.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:16.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:17.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:17.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:18.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:18.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:19.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:19.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:20.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:20.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:21.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:21.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:22.00,0.00,0.00
-33.957683,18.463180,100,1/17/2019,10:47:22.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:23.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:23.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:24.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:24.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:25.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:25.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:26.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:26.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:27.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:27.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:47:28.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:47:28.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:47:29.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:47:29.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:47:30.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:47:30.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:47:31.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:47:31.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:47:32.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:47:32.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:47:33.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:47:33.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:34.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:34.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:35.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:35.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:36.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:36.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:37.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:37.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:38.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:38.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:39.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:39.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:40.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:40.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:41.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:41.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:42.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:42.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:43.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:43.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:44.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:44.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:45.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:45.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:46.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:46.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:47.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:47.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:48.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:48.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:49.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:49.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:50.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:50.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:51.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:51.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:52.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:52.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:53.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:53.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:54.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:54.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:55.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:55.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:56.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:56.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:57.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:57.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:58.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:58.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:59.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:47:59.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:00.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:00.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:01.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:01.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:02.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:02.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:03.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:03.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:04.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:04.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:05.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:05.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:06.00,0.00,0.00
-33.957683,18.463178,100,1/17/2019,10:48:06.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:48:07.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:48:07.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:48:08.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:48:08.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:48:09.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:48:09.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:48:10.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:48:10.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:48:11.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:48:11.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:48:12.00,0.00,0.00
-33.957679,18.463178,100,1/17/2019,10:48:12.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:13.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:13.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:14.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:14.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:15.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:15.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:16.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:16.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:17.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:17.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:18.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:18.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:19.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:19.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:20.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:20.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:21.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:21.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:22.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:22.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:23.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:23.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:24.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:24.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:25.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:25.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:26.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:26.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:27.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:27.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:28.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:28.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:29.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:29.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:30.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:30.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:31.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:31.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:32.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:32.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:33.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:33.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:34.00,0.00,0.00
-33.957679,18.463180,100,1/17/2019,10:48:34.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:35.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:35.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:36.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:36.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:37.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:37.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:38.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:38.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:39.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:39.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:40.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:40.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:41.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:41.00,0.00,0.00
-33.957679,18.463182,100,1/17/2019,10:48:42.00,0.00,0.00
