-33.960296,18.463113,170,19.00,124.55,1,24,2019,13,12,33.00
-33.960353,18.463167,170,19.00,124.55,1,24,2019,13,12,34.00
-33.960353,18.463167,170,20.65,115.50,1,24,2019,13,12,34.00
-33.960250,18.463495,170,20.65,115.50,1,24,2019,13,12,35.00
-33.960250,18.463495,170,21.84,111.54,1,24,2019,13,12,35.00
-33.960296,18.463594,170,21.84,111.54,1,24,2019,13,12,36.00
-33.960296,18.463594,170,19.24,110.68,1,24,2019,13,12,36.00
-33.960189,18.463878,170,19.24,110.68,1,24,2019,13,12,37.00
-33.960189,18.463878,170,21.89,111.24,1,24,2019,13,12,37.00
-33.960235,18.463958,170,21.89,111.24,1,24,2019,13,12,38.00
-33.960235,18.463958,170,17.22,112.67,1,24,2019,13,12,38.00
-33.960269,18.463981,170,17.22,112.67,1,24,2019,13,12,39.00
-33.960269,18.463981,170,16.45,114.50,1,24,2019,13,12,39.00
-33.960308,18.464027,170,16.45,114.50,1,24,2019,13,12,40.00
-33.960308,18.464027,170,18.35,116.40,1,24,2019,13,12,40.00
-33.960334,18.464084,170,18.35,116.40,1,24,2019,13,12,41.00
-33.960334,18.464084,170,19.11,118.15,1,24,2019,13,12,41.00
-33.960365,18.464162,170,19.11,118.15,1,24,2019,13,12,42.00
-33.960365,18.464162,170,20.98,119.65,1,24,2019,13,12,42.00
-33.960407,18.464191,170,20.98,119.65,1,24,2019,13,12,43.00
-33.960407,18.464191,170,17.09,120.98,1,24,2019,13,12,43.00
-33.960502,18.464235,170,17.09,120.98,1,24,2019,13,12,44.00
-33.960502,18.464235,170,21.30,122.48,1,24,2019,13,12,44.00
-33.960617,18.464292,170,21.30,122.48,1,24,2019,13,12,45.00
-33.960617,18.464292,170,21.45,124.07,1,24,2019,13,12,45.00
-33.960708,18.464252,170,21.45,124.07,1,24,2019,13,12,46.00
-33.960708,18.464252,170,15.63,125.64,1,24,2019,13,12,46.00
-33.960781,18.464212,170,15.63,125.64,1,24,2019,13,12,47.00
-33.960781,18.464212,170,19.35,127.33,1,24,2019,13,12,47.00
-33.961036,18.464031,170,19.35,127.33,1,24,2019,13,12,48.00
-33.961036,18.464031,170,21.15,129.10,1,24,2019,13,12,48.00
-33.961154,18.464002,170,21.15,129.10,1,24,2019,13,12,49.00
-33.961154,18.464002,170,18.43,130.76,1,24,2019,13,12,49.00
-33.961208,18.463985,170,18.43,130.76,1,24,2019,13,12,50.00
-33.961208,18.463985,170,19.02,132.33,1,24,2019,13,12,50.00
-33.961288,18.463958,390,19.02,132.33,1,24,2019,13,12,51.00
-33.961288,18.463958,390,20.19,133.86,1,24,2019,13,12,51.00
-33.961360,18.463954,390,20.19,133.86,1,24,2019,13,12,52.00
-33.961360,18.463954,390,19.96,135.33,1,24,2019,13,12,52.00
-33.961475,18.464015,390,19.96,135.33,1,24,2019,13,12,53.00
-33.961475,18.464015,390,21.00,136.77,1,24,2019,13,12,53.00
-33.961578,18.464080,170,21.00,136.77,1,24,2019,13,12,54.00
-33.961578,18.464080,170,21.19,138.00,1,24,2019,13,12,54.00
-33.961353,18.464422,170,21.19,138.00,1,24,2019,13,12,55.00
